episode,reward,avg_wait_time,avg_ambulance_wait,avg_firetruck_wait,throughput_per_min,total_spawned,total_cleared,ambulance_cleared,firetruck_cleared,epsilon,mean_td_error
1360,-233.05,2.0,2.37,0.0,108.0,63,45,1,0,0.0657,1.0558
1361,-26.9,1.11,0.62,0.0,98.4,51,41,2,0,0.0656,1.0053
1362,-533.25,1.69,1.3,2.47,93.6,53,39,3,1,0.0654,1.4489
1363,13.85,1.37,0.0,0.0,112.8,58,47,0,0,0.0653,0.7372
1364,-113.75,1.99,3.57,0.02,120.0,64,50,1,1,0.0652,1.1245
1365,-168.05,2.05,0.0,0.73,98.4,53,41,0,1,0.065,0.9713
1366,-137.75,1.05,0.0,0.0,93.6,53,39,0,0,0.0649,0.8607
1367,103.95,1.59,0.02,0.0,110.4,60,46,1,0,0.0648,0.8106
1368,-263.25,1.71,0.46,1.21,108.0,62,45,3,2,0.0647,1.656
1369,80.9,1.62,0.12,0.0,100.8,53,42,2,0,0.0645,0.9791
1370,-7.1,1.72,0.0,0.02,86.4,49,36,0,1,0.0644,0.8434
1371,-616.3,1.2,0.4,2.88,100.8,55,42,3,2,0.0643,1.8898
1372,195.05,2.32,0.0,0.23,108.0,63,45,0,2,0.0641,1.3546
1373,-48.85,1.44,0.0,0.77,98.4,55,41,0,1,0.064,1.0093
1374,-177.15,1.71,3.07,0.53,96.0,51,40,1,2,0.0639,1.5533
1375,112.05,1.12,0.02,0.0,105.6,57,44,1,0,0.0638,0.8993
1376,197.4,1.83,0.02,0.0,122.4,66,51,2,0,0.0636,1.1096
1377,79.3,1.38,1.48,0.72,105.6,52,44,3,5,0.0635,2.2059
1378,-10.35,1.12,0.0,0.0,100.8,55,42,0,0,0.0634,0.9339
1379,55.95,1.42,0.0,0.0,110.4,59,46,0,0,0.0632,0.8199
1380,38.4,2.09,1.32,0.02,110.4,62,46,2,2,0.0631,1.3772
1381,117.5,1.08,0.02,0.0,105.6,54,44,1,0,0.063,0.9672
1382,-82.3,1.11,0.0,0.0,93.6,50,39,0,0,0.0629,0.7002
1383,-354.7,1.09,1.7,0.88,110.4,60,46,5,1,0.0627,2.0638
1384,-25.95,1.75,0.02,0.0,112.8,65,47,1,0,0.0626,0.9602
1385,48.75,1.43,0.02,0.0,100.8,55,42,1,0,0.0625,0.8885
1386,185.7,1.48,0.02,0.02,91.2,54,38,1,1,0.0624,0.9988
1387,1.5,1.41,0.0,0.0,112.8,58,47,0,0,0.0622,0.819
1388,-25.4,1.53,0.58,0.0,110.4,63,46,1,0,0.0621,0.995
1389,-25.85,1.44,0.93,0.0,105.6,58,44,3,0,0.062,1.2495
1390,-48.05,1.54,0.02,0.0,98.4,51,41,1,0,0.0619,0.8346
1391,24.25,1.45,0.0,0.0,100.8,56,42,0,0,0.0617,0.6916
1392,-762.4,2.24,1.89,1.37,103.2,60,43,3,2,0.0616,1.9299
1393,-136.35,1.77,0.0,0.0,93.6,49,39,0,0,0.0615,0.7091
1394,-64.2,1.67,0.0,0.0,103.2,53,43,0,0,0.0614,0.7618
1395,35.9,1.18,0.87,0.02,93.6,55,39,1,2,0.0612,1.3659
1396,16.25,1.68,0.0,0.0,122.4,66,51,0,0,0.0611,0.8632
1397,-52.3,1.44,0.0,0.0,98.4,55,41,0,0,0.061,0.6505
1398,465.25,1.02,0.02,0.02,105.6,58,44,3,1,0.0609,1.2328
1399,-109.7,1.88,0.9,1.35,110.4,59,46,1,1,0.0608,1.3819
1400,109.8,1.48,0.02,0.0,122.4,66,51,1,0,0.0606,0.9291
1401,566.2,1.1,0.02,0.11,96.0,57,40,1,4,0.0605,1.7553
1402,-211.55,1.88,0.56,0.0,98.4,53,41,3,0,0.0604,1.3095
1403,11.15,1.55,0.0,1.13,115.2,60,48,0,1,0.0603,1.0193
1404,-334.1,1.86,0.55,1.02,108.0,60,45,2,4,0.0602,2.0953
1405,72.7,1.82,0.0,0.02,108.0,56,45,0,1,0.06,1.044
1406,9.35,1.25,0.0,0.0,108.0,57,45,0,0,0.0599,0.6911
1407,-9.6,1.05,1.33,0.0,108.0,57,45,1,0,0.0598,1.003
1408,-68.55,1.57,1.36,0.0,117.6,66,49,2,0,0.0597,1.1053
1409,-86.9,1.47,1.02,0.0,91.2,51,38,2,0,0.0596,0.866
1410,2.25,1.51,0.02,0.0,79.2,45,33,2,0,0.0594,0.837
1411,78.5,1.04,0.0,0.0,112.8,60,47,0,0,0.0593,0.7857
1412,-43.6,1.8,0.0,0.0,115.2,65,48,0,0,0.0592,0.7712
1413,297.5,1.81,0.02,0.17,103.2,59,43,1,2,0.0591,1.3568
1414,48.6,1.48,0.95,0.0,110.4,59,46,1,0,0.059,0.9319
1415,2.15,1.56,0.0,0.0,110.4,59,46,0,0,0.0588,0.7814
1416,-345.5,1.81,0.69,1.73,112.8,63,47,3,2,0.0587,2.065
1417,-49.35,1.75,0.44,0.0,93.6,49,39,2,0,0.0586,1.0567
1418,54.3,1.37,0.02,0.0,108.0,60,45,1,0,0.0585,0.9141
1419,78.85,1.13,0.68,0.0,100.8,57,42,1,0,0.0584,0.8295
1420,88.1,1.59,0.02,0.0,120.0,65,50,1,0,0.0583,0.8757
1421,136.25,1.28,0.16,0.0,96.0,52,40,2,0,0.0581,0.8484
1422,60.4,1.52,0.0,0.02,98.4,54,41,0,1,0.058,1.0113
1423,243.6,1.29,0.88,0.02,105.6,60,44,3,1,0.0579,1.3581
1424,12.95,1.67,0.4,1.03,117.6,63,49,2,1,0.0578,1.3552
1425,114.05,1.35,0.0,0.02,96.0,50,40,0,1,0.0577,0.8314
1426,362.9,1.26,0.0,0.02,108.0,57,45,0,2,0.0576,1.0288
1427,-23.1,1.41,0.02,0.0,112.8,59,47,1,0,0.0574,0.9146
1428,-22.45,1.58,0.0,0.0,115.2,63,48,0,0,0.0573,0.7711
1429,-123.4,1.81,0.0,0.0,91.2,53,38,0,0,0.0572,0.7765
1430,-189.05,1.32,1.8,0.0,93.6,53,39,1,0,0.0571,0.9833
1431,-110.45,1.7,1.11,0.0,105.6,59,44,2,0,0.057,1.0005
1432,203.2,1.61,0.02,0.0,122.4,67,51,2,0,0.0569,0.9733
1433,-115.0,1.38,0.0,0.0,96.0,52,40,0,0,0.0568,0.7079
1434,-160.65,1.28,2.68,0.54,96.0,56,40,2,3,0.0566,1.8793
1435,378.4,1.46,0.02,0.0,110.4,59,46,4,0,0.0565,1.0668
1436,31.95,1.55,0.0,0.0,117.6,65,49,0,0,0.0564,0.8573
1437,314.45,1.32,0.0,0.07,96.0,56,40,0,2,0.0563,1.0904
1438,-399.85,1.33,2.0,0.0,96.0,55,40,3,0,0.0562,1.2309
1439,59.85,1.99,0.02,0.4,103.2,57,43,1,1,0.0561,1.3022
1440,143.0,1.85,0.02,0.23,117.6,66,49,1,2,0.056,1.4085
1441,-53.8,1.45,0.0,0.0,98.4,53,41,0,0,0.0559,0.668
1442,-104.2,1.25,0.0,0.0,93.6,51,39,0,0,0.0557,0.8088
1443,389.2,1.96,0.02,0.02,103.2,56,43,1,2,0.0556,1.2999
1444,320.9,1.95,1.12,0.02,120.0,66,50,2,2,0.0555,1.5507
1445,-23.3,1.77,0.02,0.0,96.0,54,40,1,0,0.0554,0.8404
1446,63.6,1.56,0.81,0.02,88.8,51,37,2,1,0.0553,1.2369
1447,-74.75,1.45,0.02,1.82,108.0,58,45,1,1,0.0552,1.1892
1448,-492.15,1.73,0.0,0.0,115.2,64,48,0,0,0.0551,1.0936
1449,-329.5,1.34,3.07,0.99,93.6,49,39,1,3,0.055,1.5621
1450,82.5,1.83,0.0,0.02,96.0,54,40,0,1,0.0549,1.1132
1451,-284.85,1.56,1.22,1.48,100.8,58,42,2,2,0.0548,1.6003
1452,-199.5,1.62,1.57,0.02,110.4,63,46,5,1,0.0546,1.7599
1453,-3.25,1.44,0.0,0.0,110.4,57,46,0,0,0.0545,0.809
1454,-61.25,1.23,0.0,0.0,98.4,51,41,0,0,0.0544,0.7412
1455,-1329.55,2.04,2.99,1.87,93.6,56,39,2,3,0.0543,2.2783
1456,-89.35,1.82,0.0,0.0,117.6,66,49,0,0,0.0542,0.9264
1457,-10.65,1.3,0.0,0.0,110.4,61,46,0,0,0.0541,0.6992
1458,-411.15,1.34,1.33,1.46,96.0,56,40,3,2,0.054,1.7036
1459,205.1,1.37,0.0,0.02,105.6,60,44,0,1,0.0539,0.9609
1460,197.85,1.62,0.58,0.02,120.0,63,50,2,1,0.0538,1.4248
1461,355.5,1.35,0.09,0.02,108.0,58,45,2,1,0.0537,1.0447
1462,277.8,0.74,0.02,0.02,100.8,53,42,1,1,0.0536,0.9878
1463,47.0,1.38,0.0,0.0,110.4,58,46,0,0,0.0535,0.7836
1464,-655.5,1.87,2.17,0.0,108.0,61,45,4,0,0.0533,1.5103
1465,121.65,1.65,0.0,0.02,81.6,46,34,0,2,0.0532,1.0821
1466,-236.7,0.99,0.18,0.02,91.2,51,38,1,1,0.0531,1.1903
1467,96.65,1.74,0.6,0.0,108.0,54,45,5,0,0.053,1.4676
1468,91.05,1.62,1.55,0.02,117.6,66,49,2,1,0.0529,1.4035
1469,-88.05,1.34,0.0,0.0,91.2,47,38,0,0,0.0528,0.7841
1470,-119.0,1.63,1.37,0.29,93.6,52,39,3,2,0.0527,1.5724
1471,-105.55,1.91,0.02,1.53,108.0,58,45,1,1,0.0526,1.1974
1472,-295.85,2.01,0.02,2.4,115.2,65,48,1,1,0.0525,1.4497
1473,-670.75,1.64,1.9,0.83,103.2,59,43,1,1,0.0524,1.3677
1474,-52.35,1.42,0.02,0.0,93.6,52,39,2,0,0.0523,1.109
1475,-382.65,1.14,0.02,0.0,103.2,57,43,1,0,0.0522,1.0126
1476,32.5,1.88,1.14,0.61,108.0,61,45,2,3,0.0521,1.9628
1477,-36.55,1.51,0.0,0.0,100.8,53,42,0,0,0.052,0.7323
1478,91.15,1.3,0.02,0.42,93.6,54,39,1,1,0.0519,1.0643
1479,204.7,1.8,0.57,0.02,112.8,59,47,2,1,0.0518,1.1822
1480,190.65,1.65,0.0,0.02,117.6,65,49,0,1,0.0517,1.0984
1481,-43.9,1.59,0.02,0.0,91.2,49,38,1,0,0.0516,0.7528
1482,174.85,1.4,0.02,0.39,93.6,51,39,1,2,0.0515,1.2618
1483,333.3,1.77,0.02,0.02,110.4,54,46,2,1,0.0514,1.3839
1484,-14.3,2.07,0.73,0.0,117.6,65,49,1,0,0.0513,1.0531
1485,151.75,1.46,0.21,0.0,108.0,57,45,2,0,0.0512,0.975
1486,-6.5,1.35,1.13,0.0,108.0,57,45,1,0,0.051,0.9332
1487,19.4,1.59,0.0,0.0,115.2,59,48,0,0,0.0509,0.8291
1488,-990.05,1.78,0.27,1.18,110.4,64,46,2,2,0.0508,1.7961
1489,76.3,1.38,0.69,0.0,105.6,58,44,2,0,0.0507,0.9756
1490,93.75,1.49,0.02,0.02,93.6,53,39,1,1,0.0506,1.023
1491,326.7,1.35,0.6,0.02,100.8,57,42,3,1,0.0505,1.1962
1492,-12.0,1.8,0.0,0.0,122.4,65,51,0,0,0.0504,0.8944
1493,-99.25,1.52,0.89,0.0,93.6,52,39,3,0,0.0503,1.0484
1494,-66.05,1.41,0.02,0.0,105.6,57,44,1,0,0.0502,0.9321
1495,200.0,1.31,0.0,0.02,112.8,60,47,0,1,0.0501,0.9409
1496,136.55,1.48,0.0,0.53,120.0,68,50,0,1,0.05,1.0339
1497,-54.25,1.37,1.18,0.83,96.0,54,40,1,1,0.05,1.1234
1498,-146.15,1.55,0.0,0.0,98.4,55,41,0,0,0.05,0.8968
1499,42.65,1.44,0.0,0.0,117.6,61,49,0,0,0.05,0.7494
1500,-171.25,1.72,1.52,1.3,115.2,65,48,1,1,0.05,1.2709
1501,-155.6,1.56,0.0,0.0,96.0,53,40,0,0,0.05,0.7143
1502,197.65,1.36,0.68,0.2,88.8,50,37,3,2,0.05,1.3339
1503,-27.6,1.4,0.17,0.52,91.2,55,38,2,2,0.05,1.5456
1504,-349.3,1.91,1.93,0.0,117.6,65,49,3,0,0.05,1.4112
1505,-61.9,1.79,0.02,0.0,93.6,50,39,1,0,0.05,0.8951
1506,44.6,1.28,0.0,0.02,108.0,53,45,0,2,0.05,1.4547
1507,108.8,1.06,0.53,0.0,105.6,60,44,3,0,0.05,1.1736
1508,-37.25,1.85,0.0,0.0,122.4,66,51,0,0,0.05,0.886
1509,-259.4,1.75,0.0,1.42,98.4,55,41,0,1,0.05,1.0481
1510,49.6,1.17,0.13,0.0,100.8,52,42,1,0,0.05,0.9636
1511,130.55,1.75,0.02,0.0,105.6,60,44,2,0,0.05,0.9164
1512,3.1,1.8,0.54,0.68,105.6,59,44,4,3,0.05,2.028
1513,49.0,1.73,0.02,0.0,93.6,51,39,2,0,0.05,0.9877
1514,160.6,0.83,0.0,0.56,96.0,56,40,0,3,0.05,1.5023
1515,251.25,1.76,0.43,0.02,98.4,55,41,2,1,0.05,1.1764
1516,275.85,1.27,0.02,0.0,117.6,66,49,3,0,0.05,1.105
1517,261.6,1.09,1.5,0.31,110.4,57,46,1,2,0.05,1.3744
1518,284.5,1.46,0.02,0.02,105.6,58,44,2,1,0.05,1.0864
1519,140.25,1.27,0.02,0.0,108.0,57,45,1,0,0.05,0.8843
1520,96.8,1.79,0.02,0.0,122.4,67,51,1,0,0.05,1.0036
1521,-197.45,1.72,0.65,1.06,91.2,50,38,2,2,0.05,1.5733
1522,82.95,1.15,0.02,0.02,91.2,53,38,1,1,0.05,1.1659
1523,148.85,1.33,0.02,0.0,117.6,63,49,1,0,0.05,0.9912
1524,-1469.25,2.39,6.17,1.84,100.8,58,42,1,4,0.05,2.3096
1525,-345.95,1.3,0.0,1.62,98.4,55,41,0,1,0.05,1.3087
1526,-31.2,1.43,0.0,0.0,110.4,56,46,0,0,0.05,0.8319
1527,-415.4,1.41,2.12,1.33,103.2,58,43,3,1,0.05,1.4976
1528,-55.05,1.9,1.23,0.0,115.2,62,48,1,0,0.05,0.9083
1529,-3.5,1.84,0.0,0.62,96.0,51,40,0,2,0.05,1.2522
1530,-320.4,1.69,0.0,1.44,103.2,55,43,0,3,0.05,1.6369
1531,275.8,1.18,0.8,0.02,110.4,58,46,1,1,0.05,1.0372
1532,-25.05,1.97,0.0,0.0,122.4,67,51,0,0,0.05,0.7965
1533,-143.05,1.3,1.26,0.0,100.8,53,42,3,0,0.05,1.1946
1534,-181.2,1.65,0.0,0.0,93.6,54,39,0,0,0.05,0.9036
1535,184.45,1.1,0.02,0.0,115.2,63,48,1,0,0.05,0.8442
1536,-996.95,2.27,1.88,1.62,100.8,58,42,5,1,0.05,1.8298
1537,-61.25,1.86,0.02,0.0,96.0,55,40,1,0,0.05,0.8407
1538,-69.45,1.43,0.0,0.0,100.8,53,42,0,0,0.05,0.7826
1539,524.05,1.11,0.02,0.02,115.2,62,48,1,2,0.05,1.2786
1540,16.65,1.78,0.02,0.02,110.4,63,46,1,1,0.05,1.0928
1541,55.35,1.19,0.67,0.0,103.2,55,43,2,0,0.05,1.0681
1542,265.8,1.89,0.02,0.02,96.0,53,40,2,1,0.05,1.145
1543,-76.3,1.78,0.0,0.0,108.0,59,45,0,0,0.05,0.9072
1544,117.9,1.39,0.65,0.0,117.6,64,49,3,0,0.05,1.1593
1545,52.8,1.41,0.9,0.89,100.8,56,42,1,3,0.05,1.5683
1546,423.15,1.74,0.0,0.02,103.2,57,43,0,3,0.05,1.4394
1547,-284.8,1.38,2.45,1.18,108.0,60,45,2,1,0.05,1.5279
1548,587.1,1.38,0.02,0.17,122.4,67,51,5,1,0.05,1.4356
1549,-134.75,2.28,0.02,0.0,88.8,47,37,1,0,0.05,0.7592
1550,214.25,1.49,0.18,0.33,91.2,54,38,1,2,0.05,1.192
1551,-588.45,1.75,0.67,2.42,108.0,58,45,2,2,0.05,1.8064
1552,29.9,1.48,0.0,0.0,122.4,65,51,0,0,0.05,0.8602
1553,51.5,1.3,0.02,0.0,100.8,53,42,1,0,0.05,0.7523
1554,-665.05,1.32,4.53,1.1,91.2,51,38,1,1,0.05,1.3017
1555,160.4,0.97,0.08,0.0,105.6,60,44,1,0,0.05,0.8103
1556,-72.85,1.88,0.0,0.0,120.0,67,50,0,0,0.05,0.8418
1557,110.6,2.63,0.18,0.49,84.0,48,35,4,2,0.05,1.6434
1558,-61.05,1.43,0.0,0.0,105.6,55,44,0,0,0.05,0.7739
1559,40.95,1.48,0.0,0.0,115.2,63,48,0,0,0.05,0.6782
1560,-195.05,1.66,1.24,0.92,108.0,60,45,4,2,0.05,1.9594
1561,14.55,1.23,1.1,0.0,103.2,53,43,1,0,0.05,0.9575
1562,-376.1,1.47,1.39,1.53,91.2,49,38,2,1,0.05,1.3638
1563,-591.45,1.57,0.85,0.87,98.4,55,41,3,3,0.05,2.2566
1564,-2.5,1.67,0.0,0.0,122.4,64,51,0,0,0.05,0.8628
1565,178.9,1.35,1.15,0.02,103.2,57,43,1,1,0.05,1.0151
1566,480.35,1.1,0.02,0.02,110.4,60,46,3,1,0.05,1.1803
1567,218.2,1.19,0.0,0.02,117.6,62,49,0,1,0.05,0.971
1568,-82.05,1.81,2.45,0.02,115.2,64,48,1,1,0.05,1.3138
1569,508.05,0.69,1.27,0.02,98.4,53,41,2,3,0.05,1.5385
1570,-42.1,1.79,0.02,0.0,96.0,53,40,1,0,0.05,0.9042
1571,146.7,1.56,0.02,0.0,105.6,59,44,2,0,0.05,0.9717
1572,-179.2,2.09,0.02,0.1,115.2,66,48,1,2,0.05,1.8244
1573,-65.2,1.44,0.0,0.0,98.4,49,41,0,0,0.05,0.6903
1574,-29.35,1.17,0.0,0.0,103.2,53,43,0,0,0.05,0.7515
1575,227.7,1.1,0.77,0.13,103.2,57,43,1,1,0.05,1.1323
1576,-276.35,1.87,2.5,0.3,110.4,60,46,2,1,0.05,1.4629
1577,390.5,1.12,0.02,0.02,100.8,54,42,2,1,0.05,1.3112
1578,306.1,1.38,0.0,0.02,98.4,53,41,0,2,0.05,1.1164
1579,171.0,1.09,0.0,0.02,110.4,61,46,0,1,0.05,1.0783
1580,-16.75,1.83,0.0,1.03,122.4,67,51,0,1,0.05,1.1099
1581,807.45,1.43,0.88,0.16,108.0,56,45,3,5,0.05,2.0978
1582,17.8,1.24,1.23,0.0,112.8,57,47,1,0,0.05,1.0545
1583,247.1,1.53,0.05,0.02,105.6,55,44,1,1,0.05,0.9773
1584,386.35,1.84,0.66,0.08,117.6,66,49,2,2,0.05,1.4357
1585,131.15,1.28,0.24,0.0,96.0,51,40,3,0,0.05,1.1027
1586,-42.85,1.35,0.0,0.0,100.8,54,42,0,0,0.05,0.989
1587,-347.3,1.29,1.49,1.83,110.4,59,46,3,1,0.05,1.6605
1588,3.05,1.58,0.0,0.0,120.0,65,50,0,0,0.05,0.8712
1589,1.9,1.15,0.75,0.0,96.0,54,40,1,0,0.05,0.8554
1590,314.5,1.45,0.63,0.02,98.4,55,41,1,2,0.05,1.3329
1591,-11.25,2.08,1.73,0.02,98.4,53,41,1,1,0.05,1.2336
1592,-34.85,1.83,0.62,0.0,115.2,60,48,2,0,0.05,0.9808
1593,367.35,0.85,0.4,0.02,100.8,55,42,3,1,0.05,1.1311
1594,-56.85,1.16,0.0,0.0,93.6,49,39,0,0,0.05,0.7445
1595,1.3,1.47,0.95,0.69,96.0,54,40,2,3,0.05,1.6965
1596,202.9,1.54,0.7,0.02,117.6,64,49,4,1,0.05,1.56
1597,-24.35,1.44,0.0,0.0,108.0,57,45,0,0,0.05,0.9105
1598,-86.7,1.24,0.0,0.0,100.8,54,42,0,0,0.05,0.8042
1599,368.8,1.63,0.02,0.28,105.6,54,44,1,2,0.05,1.2269
1600,-105.85,1.62,0.0,0.0,117.6,65,49,0,0,0.05,0.8052
1601,-173.45,1.81,0.9,0.0,86.4,49,36,1,0,0.05,1.0258
1602,-47.3,1.27,0.0,1.28,108.0,54,45,0,1,0.05,1.0855
1603,27.15,1.37,0.0,0.0,110.4,58,46,0,0,0.05,0.803
1604,150.8,1.75,0.02,0.84,120.0,66,50,1,2,0.05,1.2551
1605,117.65,1.46,0.68,0.78,98.4,51,41,2,3,0.05,1.852
1606,-34.35,1.81,0.47,0.0,103.2,56,43,2,0,0.05,1.0313
1607,74.15,1.45,0.02,0.0,105.6,54,44,1,0,0.05,0.9199
1608,111.45,1.79,0.4,0.0,120.0,64,50,2,0,0.05,1.0268
1609,-632.05,1.58,0.0,1.98,93.6,51,39,0,2,0.05,1.4082
1610,-11.0,1.37,0.0,0.0,105.6,55,44,0,0,0.05,0.7639
1611,-165.25,1.59,3.07,0.02,98.4,54,41,1,1,0.05,1.1308
1612,-362.1,2.04,1.47,0.0,117.6,65,49,1,0,0.05,0.99
1613,150.5,1.61,0.0,0.02,103.2,55,43,0,1,0.05,1.0648
1614,972.95,0.95,0.0,0.23,117.6,58,49,0,6,0.05,1.857
1615,-349.5,1.47,3.67,0.0,100.8,57,42,1,0,0.05,1.1581
1616,-90.75,2.01,1.29,0.33,115.2,63,48,3,1,0.05,1.5369
1617,-370.7,1.98,3.15,0.0,93.6,53,39,1,0,0.05,0.9494
1618,-37.15,0.99,0.0,0.0,103.2,54,43,0,0,0.05,0.8335
1619,96.8,1.55,0.0,0.02,100.8,57,42,0,1,0.05,0.9521
1620,312.65,1.7,0.02,0.02,120.0,65,50,2,1,0.05,1.1248
1621,-74.0,1.75,0.02,0.0,91.2,48,38,1,0,0.05,0.826
1622,-40.85,1.17,0.0,0.0,110.4,60,46,0,0,0.05,0.8073
1623,171.65,1.29,0.02,0.02,115.2,62,48,1,1,0.05,1.0812
1624,-46.6,1.59,0.0,0.0,120.0,66,50,0,0,0.05,0.95
1625,-152.75,1.44,0.0,0.0,88.8,49,37,0,0,0.05,0.7103
1626,-105.75,1.33,0.02,0.78,100.8,54,42,1,1,0.05,1.1236
1627,16.0,1.62,0.0,0.0,112.8,62,47,0,0,0.05,0.8526
1628,-119.65,1.62,1.73,0.0,112.8,63,47,1,0,0.05,1.0233
1629,-1176.2,1.43,0.48,5.08,100.8,57,42,3,1,0.05,1.8169
1630,118.65,1.06,0.02,0.83,98.4,52,41,1,1,0.05,1.1218
1631,-11.0,1.76,0.0,0.0,112.8,62,47,0,0,0.05,0.7385
1632,-536.2,2.02,1.97,0.0,110.4,63,46,4,0,0.05,1.4527
1633,227.95,1.47,0.0,0.02,115.2,61,48,0,1,0.05,0.9388
1634,127.65,0.97,0.87,0.72,110.4,59,46,4,1,0.05,1.4975
1635,414.9,1.87,0.52,0.02,100.8,58,42,4,2,0.05,1.6045
1636,195.15,1.7,0.0,0.02,124.8,67,52,0,1,0.05,1.0558
1637,647.25,1.31,0.02,0.02,105.6,58,44,3,2,0.05,1.3687
1638,-227.8,1.55,1.4,0.0,91.2,50,38,1,0,0.05,0.8957
1639,0.0,1.52,0.0,0.0,110.4,60,46,0,0,0.05,0.8846
1640,-55.65,1.95,0.0,0.0,124.8,67,52,0,0,0.05,0.9648
1641,-124.3,1.51,1.07,0.02,88.8,48,37,2,2,0.05,1.4963
1642,-69.2,1.31,0.0,0.0,96.0,55,40,0,0,0.05,0.7875
1643,22.85,1.28,0.0,0.0,110.4,57,46,0,0,0.05,0.7384
1644,731.95,1.68,0.02,0.15,117.6,67,49,1,4,0.05,1.6596
1645,57.95,1.56,0.36,0.0,96.0,51,40,2,0,0.05,0.9913
1646,45.7,1.5,0.02,0.0,103.2,54,43,1,0,0.05,0.8609
1647,763.05,0.92,0.28,0.29,112.8,62,47,4,3,0.05,1.7581
1648,119.95,1.92,0.0,0.4,115.2,63,48,0,2,0.05,1.4833
1649,-166.85,1.32,0.02,2.45,108.0,57,45,1,1,0.05,1.5411
1650,-534.7,1.65,1.66,0.02,86.4,50,36,3,1,0.05,1.5381
1651,115.2,1.15,0.02,0.0,100.8,55,42,1,0,0.05,0.8625
1652,148.95,1.74,0.0,0.02,120.0,65,50,0,1,0.05,1.0986
1653,-590.85,1.53,3.2,1.17,105.6,54,44,2,2,0.05,1.9229
1654,-43.45,1.42,0.0,0.0,108.0,55,45,0,0,0.05,0.8348
1655,-27.1,1.66,0.0,0.0,108.0,59,45,0,0,0.05,0.73
1656,55.35,1.82,0.4,1.17,112.8,63,47,2,1,0.05,1.3287
1657,-60.9,1.58,0.3,0.0,100.8,54,42,1,0,0.05,0.891
1658,202.6,1.5,0.02,0.02,98.4,56,41,1,1,0.05,1.007
1659,-599.7,1.9,4.12,0.62,98.4,55,41,2,2,0.05,1.5551
1660,-23.1,2.14,0.0,0.37,112.8,63,47,0,1,0.05,1.093
1661,125.95,1.75,0.02,0.67,96.0,49,40,1,2,0.05,1.4444
1662,-343.7,1.19,0.58,2.83,93.6,53,39,3,1,0.05,1.6856
1663,311.15,1.4,0.09,0.0,105.6,55,44,4,0,0.05,1.1999
1664,-1154.75,1.86,0.0,0.0,115.2,64,48,0,0,0.05,1.3485
1665,-111.1,1.78,1.8,0.84,103.2,52,43,1,3,0.05,1.7722
1666,-103.25,1.13,0.0,0.0,100.8,56,42,0,0,0.05,0.9676
1667,-6.25,1.61,0.0,0.0,108.0,59,45,0,0,0.05,0.7721
1668,-230.6,1.67,1.44,0.02,110.4,63,46,3,1,0.05,1.5398
1669,108.1,1.44,0.12,0.0,98.4,55,41,2,0,0.05,0.9806
1670,-252.2,1.85,0.02,0.37,100.8,55,42,1,1,0.05,1.3567
1671,360.75,2.06,0.18,0.02,105.6,58,44,1,2,0.05,1.2932
1672,377.9,1.38,0.0,0.02,117.6,67,49,0,2,0.05,1.3524
1673,92.7,1.65,0.0,0.57,108.0,59,45,0,1,0.05,1.0824
1674,-4.5,1.79,0.02,1.42,98.4,53,41,2,1,0.05,1.28
1675,-6.5,1.76,0.0,0.0,115.2,59,48,0,0,0.05,0.8268
1676,25.65,1.75,0.83,0.0,115.2,65,48,2,0,0.05,1.005
1677,-366.9,1.88,1.32,1.28,100.8,53,42,3,1,0.05,1.4043
1678,-83.85,1.59,0.27,0.0,88.8,51,37,1,0,0.05,1.172
1679,-40.1,1.79,0.0,0.0,108.0,59,45,0,0,0.05,0.8009
1680,-335.65,1.66,0.92,2.32,108.0,62,45,3,1,0.05,1.4147
1681,-857.75,1.97,2.89,1.55,96.0,53,40,3,1,0.05,1.7746
1682,-91.4,1.08,1.24,0.0,98.4,52,41,2,0,0.05,1.1073
1683,-252.8,1.71,1.81,0.02,103.2,58,43,5,1,0.05,1.9075
1684,-6.3,1.81,3.12,0.24,120.0,63,50,1,2,0.05,1.4163
1685,-50.5,1.59,0.0,0.0,105.6,53,44,0,0,0.05,0.9549
1686,407.65,1.34,2.88,0.02,110.4,55,46,1,3,0.05,1.5177
1687,-1.85,1.58,0.97,0.0,110.4,61,46,1,0,0.05,0.918
1688,118.7,1.84,0.85,0.48,108.0,61,45,2,2,0.05,1.4461
1689,-296.15,1.59,0.02,1.32,93.6,50,39,2,6,0.05,2.6239
1690,149.05,1.63,0.02,0.0,103.2,54,43,2,0,0.05,1.105
1691,269.35,1.13,0.0,0.02,112.8,62,47,0,1,0.05,1.1647
1692,151.1,2.08,0.45,0.02,108.0,62,45,2,1,0.05,1.2222
1693,-198.55,1.64,0.0,1.45,100.8,55,42,0,1,0.05,1.1744
1694,-2.9,1.42,0.02,0.0,96.0,51,40,1,0,0.05,1.0718
1695,233.45,1.4,0.0,0.02,108.0,60,45,0,1,0.05,0.962
1696,-107.4,1.79,0.0,0.0,120.0,64,50,0,0,0.05,0.8956
1697,105.65,1.46,0.02,0.0,98.4,53,41,2,0,0.05,0.8754
1698,631.2,1.25,0.39,0.02,91.2,52,38,6,2,0.05,1.6583
1699,71.3,1.14,0.0,0.0,117.6,61,49,0,0,0.05,0.7431
1700,-43.2,1.57,0.0,0.0,110.4,65,46,0,0,0.05,0.7964
